"ADRM1"	"AP2B1"	"ARL2"	"BCL2L2"	"BIK"	"BNIP3"	"BNIP3L"	"BRMS1"	"BTG1"	"CCL14"	"CCND2"	"CCND3"	"CDK4"	"CDK6"	"CDKN1A"	"CDKN2D"	"CEP55"	"CNOT7"	"CTBP1"	"DAPK1"	"DDX39A"	"DMRTB1"	"EIF4EBP2"	"EXOSC1"	"EXOSC5"	"FHL3"	"GAA"	"IGF2"	"IKZF1"	"IKZF5"	"KLF3"	"LSM2"	"LSM3"	"MME"	"MORF4L1"	"MRFAP1"	"MRFAP1L1"	"MTA1"	"NMI"	"OR10AG1"	"PCNA"	"PIAS1"	"PLEKHG7"	"PPID"	"PSMC1"	"PSMC2"	"PSMD2"	"PSMD5"	"QKI"	"RBBP4"	"RBBP8"	"RBFOX2"	"RBPMS"	"REEP2"	"RING1"	"RYBP"	"S100A1"	"S100B"	"S100P"	"SARNP"	"SH3GLB1"	"SH3GLB2"	"SNX32"	"STMN2"	"STX4"	"SUPT4H1"	"SUPT5H"	"TEX11"	"TOPBP1"	"TSG101"	"UBE2I"	"UCHL5"	"VAMP2"	"VAMP3"	"WDR7"	"lam"	"largeT"	"p53"
"KLF3"	0.948965738281045	0	0	0	0	2.04299884483498	0	0	0	0	1.70921443271241	0	1.20331611898086	0	0	0.919696935211123	0	0	9.22938220011866	0	0	0	0.915667303881012	1.93605457068011	0	4.88785020472466	0	0	0	0	0	1.40724437123166	0	0	1.41388649522812	0	0	0.313139882685368	0	0	0	1.16890193208752	0	0	0	0	0	0	0	0	0	3.99827314938245	0	0.994297267544785	0	1.20806728010133	2.8563931630029	0	0	0.380766533902308	0	1.62324649594547	0	0	0	0.966574367098812	0	1.03913147586467	0	0	3.15131708680532	1.21045777582894	0	0	0	0.768355226226387	0	0
"LSM2"	0	0	0	0	0	1.57289729747534	0	0.613166838033955	0.488933945292116	0	0.780887514180037	0	0	0.596874585365187	0	0	2.46318342816722	0	0	0	0	1.87595451510274	0.64242544784068	0	0.618800104003015	0	0	0	0	0	1.83276146026396	0	1.42109641537143	0	0	0	0	0	1.51542903954681	0	0	0	0	0.428665716569476	0	1.36737810330513	0	0	1.11794745435412	0.72973858703805	0	0	0	0.702940798341775	0	0.352065866542334	0	0	0	0	1.61394930511464	0.909031711894676	0	0.893692564356335	0	0	0	0.737782751871038	0	0	0	0.501610129165656	0	0	0	0	0	0
"LSM3"	0	0	0.693457739207331	0	0	0	0	0	0	0	0	0.936292783112314	0	0	0	1.16692757092096	0	0	0	0	2.3286567546031	0	0	0	1.12565655400373	1.03656238923794	0	0	0	0	0	1.72575138579798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50228319457343	0	0	0	0	0	0	0	0	0	0	0.507723980904959	0	0.977162737678757	0	0	0	1.22192813599069	0	1.30646542031008	0	0	0	0.939310590140211	0	0	0	0	0	0
"MME"	0	0	0	0	1.70696972968608	0	3.83848482096099	0	0	0	0	1.51564461784088	0	0	0	0	0	0	0	0	3.19973821219387	0	0	0	0	0	0	0.606973908745065	0	0	0	1.35914866757429	1.52804418793099	0	1.12611350935438	0	0	0	0	0	0	0	0	0	0	2.66041473047135	0	0	1.85926236098871	0	0	0	0	1.26893762543914	1.2469901921479	0.696580228588817	0	0	0	0.515213326737817	2.4926106608898	0.989562595597088	0	0	0	0	0	1.99942029743544	0	2.77241156628541	0	0.951371534902485	0	0	0	0	0	0
"MORF4L1"	0	0	0.397003036728024	0	0	2.45269345342259	0	1.32180659850793	0	2.45269345342259	0	0.76841277699566	1.92651030794882	0	0.598177923451938	0.712988359397773	2.6120145908517	0	6.76002031502393	0	0	2.00896279577817	0.709655687853955	0	0	1.05606010216012	0.922102212261767	0	0	0	0	0.480055706851474	1.53636039152059	0	0	1.92343427704544	4.1027664759745	0.231139927633254	4.15742328159841	1.32503874503673	0	2.04686132420432	0	0	1.38004233830751	0	0	0	2.65602935079795	0.803829332171212	0	2.67112266429604	0	1.27638761994638	0.759416625032476	1.17140050585811	2.45269345342259	0	0	0.51904236942806	1.73745094338549	5.40134553712246	0.443980113962189	0.571341535101584	0	0.4243741477171	0	6.23094699356304	0	1.30511041602452	0	0.556784024247192	0	0	0	0	0	0
"MRFAP1"	0	0	0.244290600497716	0	0	2.29552011921176	0	0.432356004984184	0	1.8504819420026	0	0	0	0	0.534973880625272	0	2.79847424449216	0	0	0	2.20432648171939	0	0	2.51618553909336	0.436571140598504	0.394312557659089	1.03032373909923	0	0	0	0	0	1.07523214592712	0	0	0.239736912845887	0	0.684613539070477	0	0.369924077431937	0	0	0	0	0.95126434229616	0	0	0	0.825548983288174	0	0	0	0	0.500018267301182	0	0	1.8504819420026	0	0.559595278044657	0.171343605013091	1.23864002896064	1.45284362042842	0.704595289788214	0	0	0.99711346829966	0	5.61509042464835	0	0.892845588208062	0	0.349747425749808	0	0	0	0	0	0
"MRFAP1L1"	0	0	0	0	0	0	0	0	0.417163597855429	0	0	0.60039088280035	0	0.511894316308474	0	0	0	0.962987642395624	0	0	1.3307286368359	1.6868768259703	0	0	0.531241145206522	0	0	0	4.06687161388389	0	1.64598117636936	1.11020043168948	0.763245593720249	0	2.74217467950209	0	0	0.467281673113911	1.34767046739777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.545423389905948	0	0	0	0	1.43985937033436	1.67299643357837	0	0.776593233726333	0	0	0	3.59669049391522	0	0	0	0.428243181700835	0	0	0	0	0	0
"MTA1"	0.216715649598023	0	0.299754962792636	0	0	1.06165213016973	0	0.523419397762007	0.151917895568989	1.06165213016973	0.480667643727085	0.361642007900831	0.93181634179217	0.190371864202343	0.523069289954265	0.208306862485411	0	0.394410888200648	0	0	1.58849801106192	2.61956076047749	0	0	0	1.16721289852676	1.56422053923567	0.0896570266296295	0	0	0	0.132168873282372	0.759416625032476	0	0	0.461638954333803	0.92119871076776	0	0	0.16599871953627	3.81227701583694	0.148910746538197	0	0.13124671413779	0	0.283879228830731	0.605886680966623	0	1.55238405715858	0	0	2.91148507173317	2.24121659787235	0.229980566063295	0.224484009506065	0.10578632144931	0	0	0.260260123786072	0.0739741331972814	1.70893348513627	1.87101347719601	0.23283125572941	0.305865611753999	0	0	1.12840414386902	0.24339181929398	0	0.778166900446062	0	0.156338089911046	0	0	0	0.316180470102678	0.2118292285675	0
"NMI"	0	0	0	0	1.42034688243302	0	0	4.49631530459081	0	0	0	0.426624226369443	1.24510335813965	0.888961415381473	0.810667896490666	0	3.08819706037386	0	0	0	0	0	0	1.99037859644932	0	0.841501317049594	1.20992568999116	0	0	0	0	0	0	0	0	0.541480077293377	0	0.327688974452099	0	0	0	1.85858358865746	0	0.655488438333456	0	0	0	0	1.55854499820504	0	0	0	0	1.03114680908304	1.01200740599786	1.24995846938015	0	0	2.19585484125373	0.398047700497221	0	0	1.37099295032621	0	0	0	0	0	0	1.65936699602354	4.69392002247176	1.25240113436305	0	0	0	0	0.967239563984405	0
"OR10AG1"	0	0	0	0	0	0	2.34410464876705	0.44833535497665	0	0	0	0.650557723155244	1.09396256901119	1.26937907145444	0	0	0	1.36290725862696	0	1.27395988864563	0	0	0	0	0.796735981394883	0.727415714077314	0	0	4.75999157360891	0	0	0	1.10747136547263	0	0	0	0.92119871076776	0.276353957781502	1.83122915968262	0.686802972882795	0	1.06165213016973	0	0	0	0	0	2.09151754959131	2.07782076048509	0	0	0	0	0	0	0	0	0	0	0	0	0.681734347281966	0	0.669389902884634	0	0	0	0	0	1.4789077020614	0	0.652852604201421	0	0	0	0	0.84058693271872	0
"PCNA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.03756956817764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8469068443743	0	0	0	0	0	0	0	0	2.05659225776223	0	0	2.50627663962485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.38943284091309	0	0	0	0	1.47523841858594	0	0
"PIAS1"	0	0	0.145223929778785	0	0	0	0	0.927923776471852	0.68802703223085	0	1.062056336159	0.556127404934341	2.72667164255059	0.661910453063865	0.228695001989209	0.714651812642051	1.43806157810031	0.518576123023208	0	0	0	1.8189449475536	0.510822662425836	2.68234865207559	1.14859504245889	2.79772104845035	0.37759464425493	0.338710368439902	0	0	1.9674939979873	0.337970259415977	3.52159442384357	0	0.676581518128473	0.787698523321277	0.577047212374032	0.231771666424987	0	0.588116947506435	0	0.201115640308704	0	0.607957947326484	2.24818200277485	1.13533517882475	0	0	3.01641277141107	1.31954273611774	0	4.37472532256183	4.73571084502696	1.27889168896963	0.549163590801185	0.274213423003542	0	0	0.347071842253582	0.366837737081367	1.35665527071626	1.11333669242183	0.31143974223545	1.71117053681166	2.61558033614149	0.543333561415255	0.860707827021296	4.03757621010991	0	3.50177665745734	5.20558322598529	0.394975006046684	0	0	0	0.116729857087705	0.521213750980045	0
"PLEKHG7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PPID"	0.636160867028726	0	0.337081190095408	0	0.962877719260868	0	0	0	0	0	0	1.24104038530827	0.828520254007038	0	0	0.614565371813823	0	0	0	0	1.4414042097604	0	0	0	0	0.534423242851763	0	0	0	0	0	0	0.839633167317098	0	0	0.600029017251121	0	0	2.99963560458536	0	0	0.802015602000739	0	0.7235776304818	0.736260698592012	0.802015602000739	0	0	1.67945427207572	1.16299985827922	0	2.4492211638968	0	0.669833185793263	0	0.333571407721336	0	0	0.744971544584412	0.622614368647109	2.7695542994775	0.498838229484365	0	0.853963070781931	0	0	0	1.52858089895747	0	0	0	1.12035403710725	0	0	0	0.274347040118399	0	0
"PSMC1"	0	0	0	0	0	0	0	0	0.930470512502854	0	1.38558124483039	0	0	0	0	0	0	1.83385773770359	0	0	0	0	0	0	0	1.04947633078639	0	0	0	0	0	0	0	0	1.12611350935438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2469901921479	1.51701150165789	0	0	0	0	0	0	0	0	0	1.23631577151752	0	0	0	0	0	0	0	0	0	0	0	0
"PSMC2"	0	0	0	0	0	0	0	0	0.626241453231892	0	0	0	0	0	0.384688492856325	0.815826901571669	0	0	0	0	0	0	0	0	0	1.38109929126782	0	0	0	0	0	0	0	0	0	0.453297700165429	0.906793325766956	0.27104952936749	1.80922512132379	0	0	0	0	0.552055852349591	4.45751881094034	0	0	5.94655503353941	1.36565482568089	0	0	0	4.26658892625964	0	0	0.456695954992712	0	0	0	0	2.71227559669494	1.12611350935438	0	0	0	0.492405298856944	0	0.925633317722209	0	1.45929897631821	0	0	0	0	0	0	0	0
"PSMD2"	0	0	0	0	1.37501635815885	0	0	0.504325242502288	0	0	0	0.40826949133486	0	0.855811318203881	0.441901759710275	0	0	0	0	0	3.26945270722756	0	0	0	0	0	0	0	0	0	0	0	1.21768971762515	0	0	0	0	0.788457046865384	0	0.765568853165227	0	0	0	0	2.12231619045679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.760057683024459	0	0.746628337284783	0	0	0	1.03913147586467	4.14122023598535	0	0	0	0	0	0	0	1.89677277723637	0
"PSMD5"	0	0	0	0	0	0	0	0	1.5599979223168	0	0	0	0	0	0	1.24050612022789	4.51127987448805	0	0	0	0	0	0	0	0	1.10468314530034	0	0.643890824526563	0	0	0	0	0	0	0	0	1.36074050135666	0	0	0	0	0	0	0	2.14313394518628	5.29126444802632	0	0	2.73403858932892	0	0	0	0	0	1.30866062974544	0	0	0	0	0	3.4534475348039	1.64151506117284	0	0	0	0	0	1.38534457254404	0	0	0	0	0	0	0	0	0	0
"QKI"	0.910579275192957	0	0.354519999812358	0	1.00331041184213	0.988168712540402	2.44002049632023	0.841030015286179	0	1.56916579069565	0.441161033543908	0.599753739362639	1.15815615007619	0.327941737657549	0.154397588296812	1.08691217305447	1.69971957128247	2.14182529436983	0	0	1.49364615763762	5.28191166750542	0.355449641718758	0.919047736408453	0	0.962781557859961	0.478677976858905	0.301024929892839	0	0	0	0	0.503694919737263	0	0.608451181793459	0.628399421758972	0.404245752218004	0.544393576467256	0.945459943725347	0.287632141193081	0	1.12459183789519	0	0.601185754831486	0	0.837485008211288	0	0	0	0.727508339035419	3.57240297662676	5.44275597547256	6.35652436850685	0.392524437541328	0.383628511155497	0.35084979330621	0	0	0.441161033543908	0.651830627516816	0	0.727508339035419	0.397129918106256	0.27934861076728	0	0.379330922654174	0	1.41279946569301	0	0.71965983700387	0	0.271530207888217	0	0	0	0.636151469434139	0.894116674489426	0
"RBBP4"	0	0	0	0	0	0	0	0	0.907036077000548	0	0.831107779421068	0	0	0	0.577278613968887	1.50402755298772	0	0	0	0	0	0	0	0	0	0.331566141360342	0	0	0	0	0	0	0	0	1.09936790727575	0.919630307091923	0	0	2.33134235258685	0	0	0	0	0.459755992056791	0.821647579447719	0	1.02030460691021	0	1.18241543416727	0	0	0	0	0	0	0	0	0	0	0	1.69400532488928	2.40184338577492	0	0	0	0	0	0.785917216217181	0	1.26825158037663	0	0.53707681291592	0	0	0	0	0	0
"RBBP8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RBFOX2"	0.334332884916106	5.42585798175368	0.319289698388492	0	1.2265323588907	0	0	0.665777383575474	0.920948062858449	0	0.710331440650114	0.350530928407854	1.8301676321212	0.295089981672657	0.768202348472942	0.584823694272779	0	1.00845539956109	0	0.542396715279392	0.853963070781932	4.90581054596986	0.995517748110825	1.36985629527597	0.77539526684773	0.707509843528701	0	0.389008299274446	3.23228860728165	0	0	0.207102209842719	0.801695295138583	0	0.765363277632845	0.165239539693798	0.364671264419851	0.747959205343205	0	1.12249396336733	0	1.15357606430769	0	0.205693319942482	1.17208389091623	0.432851447859305	0.505767764112413	0	6.28018784750456	0	0	0	6.30336956114997	1.07878856283516	0	0.451267473532913	0	0	0.398448862809866	0.225652472260162	1.49853677386131	1.55772044623306	0.190170977196323	0.250949931139587	0	0.181063555476678	0	1.1261516065558	2.50215738268691	0	0	0.941697388115244	0	0	0	0	0.327080253962385	0
"RBPMS"	0	0	0	0	0	0	2.68194080162114	0	0	0	2.02299512297021	0.171417512785659	1.58969375608077	0	0.186801744542533	0.755226558415472	1.90750083950161	1.25843998550098	0	0.703171181809617	0	5.56649321574306	0	0	1.20529095878198	0.367783046371573	0	0.648828957725426	0	0	0	0.510837724663017	0	0	0.973100807488343	0.415766902108489	0	0.726398426715306	0	0.856026765199958	0	0.973100807488343	0	0	0.517244229959406	0	0	0	6.55057222922513	0	0	6.13627303810262	4.68730030886933	0	0	0.224613881283711	0	0	0	0.158981472921474	3.09372148087466	1.04967358351897	0.472807467870939	0	3.21019552021525	0.45211738199517	0	0.492545188509725	2.07388338868567	1.36910605760256	0	0	0	0	0	0.492545188509725	1.26351984811007	0
"REEP2"	0.339577220009987	0	0.32432362345256	0	0.540566568374715	0	0	0.308825528922807	0.241007206956147	0	0	0.552330898867874	1.31391916415891	0.299780720412694	0.38587698524474	0.593263848402101	0	1.02117317299393	0	0	2.09986747872899	0.679685156380131	0	0	0.974958166950904	0.97540327246789	0.439420134590909	0.274960765835674	0	0	0	0.836267248581025	1.09379529579686	0	0	0.318435389854057	0.370333237385141	0.0964476825228546	0.877969012011769	0.484724579111842	5.45045579623965	0.236375774009111	0	0	0.399290291869998	0.775782430017352	0	1.04836002514925	0.611167726503664	0.374862518714985	0	1.64908888634963	0	0	0	0.583302667438589	0	0	0.404565464082078	0.119214521806726	0	1.47523841858594	0.653993804122699	0.659929940795827	0	0.493873464129828	0.97897936051821	0.928036909972503	0	0	2.45879920428724	0.247805490154444	0	0	0	0.263751629118775	0.332223423743567	0
"RING1"	0	0	1.02682520880386	0	1.52149062496477	0	0	0.576508005655073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04005305889007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41745512850025	0	0	3.29176760810546	0	0	0	1.60922163273989	0	0	0	0	2.26995857931856	2.74399748992901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RYBP"	0	0	0	0	0	0	0	0	0.35177437356874	0	0	0	1.42910274617665	0	0	0	0	0	6.04199542644121	0	0	0.93655214826597	0	0	0	0.407170199373762	0	0	0	0	0	0	0	0	0.444139056545205	0	0	0	0	0.68387781112336	0	0.345256113449786	0	0.306642690554476	0	0.623635572536013	0	1.39081013857036	2.07192122226703	0.926952004676521	0	0	0	0.8948952894451	1.9747246787451	0	0	0	0.576854521258959	0.477658673113572	0	1.13860038624698	0	0	0	0.271015861625822	0	0	0	0.917553194505814	0	0	0	0	0	0	0	0
"S100A1"	0	0	0	0	0	0	0	0	0.711480287802771	0	0	0	0	0	0	0.919696935211123	0	0	0	0	1.95640413238572	0	0	0	0	0	1.16890193208752	0	0	0	0	0	0	0	0.873632115142013	0	0	0.313139882685368	0	0	0	0	0	0.629236972663552	0	0	0	0	1.51070317157601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03913147586467	0	0	0	0.728621720269283	0	0	0	0	0	0
"S100B"	1.20130445278907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9806456223635	0	0	0	0	0	0	0	0	0	0	0	0	1.11257210845229	0	1.28272600261678	0	0	0.983781531907934	0	0	0	0	0	0	0	0	0	0	0	0	0	1.254311550147	0	0	0	0	0	0.882534064935807	3.33575825571881	0	0	0	0	0	0	0	0	0	0	0.939310590140211	0	0	0	0	0	0
"S100P"	0	0	0	0	0	0	0	0	1.5335159089045	0	0	0	0	0	0.340652643498124	0	0	0	0	0	1.65116791842982	0	0	0	0	0.355819964422896	0	0	0	0	0	0.494963914825369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.882350523302179	0	1.77404820515164	1.02204328051806	0	0	0	0	1.81972073156546	0	0	0	0	0	0	0	0	0	0	0
"SARNP"	0.416813538809785	0	0.212991072695069	0	1.10263806657501	0	0	0.20244345039489	0	0	1.15426351064741	0.436439534924532	0.554801057758936	0.662696687591929	0.175073293664391	0	0	0.722266869882935	0	0	6.47826968945855	1.71315853743899	0	1.60176102406862	0	0.183334397915479	0.535481481974727	0	0	0	0	0.481869476975982	0	0	0	0.391482276479876	1.50941986747993	0.431963694126407	0	0	0	0.925127162904172	0	0.259216819421976	1.14235631891736	0	0	0	1.58373473040695	0	0	0	4.03640527324954	1.05066100923593	0	0.394477960049454	1.69916470501898	0	0.861667845907858	0	2.50834258115095	0.999079270234225	0.23998066402409	0.315023723397971	0	0	0	1.53554650626742	0	0.798077182483957	0	0.306308787748292	0	0	0	0	0.40801086027809	0
"SH3GLB1"	0.970943146820261	0	0.541997422405134	0	0	2.54364725371575	0	0.517816405252564	0	2.89546077307461	0	0	0.741648283044118	1.17207007683677	0	0.94119386137403	0	0.949499269954332	0	0	1.99011409207349	2.68771978457751	0.543333561415255	2.42623620631191	0	0.256038972559338	1.55200549886932	0.65049216204808	0	0	0	0.649208239228111	1.24364522449214	0	0.515397288053497	0.739971346171823	1.86667480838488	0.585210166247672	0	0.784365329970971	0	0.717281873488092	0	1.82322584089815	2.63019695975614	1.19418990801711	0	0	1.54022064984391	0	0	0	0	0.596317773573622	0.998042076232071	0.293175825325203	0	0	0	0.208924459016334	4.51366545451192	7.85671119821644	0.602859147104052	0.765072238955331	0	0	0	1.06252831643266	0	0	0	1.01219026223735	0	0	0	0.4466403885043	1.26619817045869	0
"SH3GLB2"	1.03508050750612	0	0.115101162558336	0	0.924891153153851	0.665890801990796	0.91059559428252	0.305596753718925	0	1.74251953020953	0.512560723192891	0.691286134871055	1.303879619965	0.685932336028154	0.489674957685334	0.417023503211481	1.22692784828099	0	0	0	1.05856386249374	1.57661699121844	0.222301817156143	1.37497755072143	0	1.04340829263349	1.26766416938891	0.925450257201377	0	0	1.33448430916126	1.02508833878934	0.997553889409913	0	0.701017362894781	0.573592260237256	0.973932896092737	0.49570933700808	2.8222187935965	0.178315733050202	0	0.665890801990796	0	0.387647732111137	1.17673101571586	0	0.644396872190815	0	1.77950613325773	0	0	0	0	0.640950931023168	1.06339475295062	0.113810446945693	0	0	0.713581542075899	0.155134390668339	7.86776597747098	1.11975137232176	1.09337734708103	0.327445828502946	0	0.237963375661614	0	3.05935104812198	0	1.8874183979437	1.31138944615611	0.579117202506173	0	0	0	0.0923290604520891	0	0
"SNX32"	0	0	0	0	0.661282830815051	0	0	0	0	0	0	0.162654442461596	0.963923040810128	0	0.17729951504855	0.72308933863343	1.84913944354813	0	0	0.672768643882436	1.03643428254407	1.34466680839137	0	0	0.945936426282419	1.06949001082965	0.934326455322942	0.181801614072973	0	0	1.30876536000305	0.680654259521101	0	0	0	0.211606068633481	0.806336995532951	0	1.05085872712265	0.328170177444224	0	0.541513970948782	0	0	1.60385695146407	0.541513970948782	0	0	1.2324317696682	0	0	1.90033347683883	0	0	1.04119632787354	0	0	0	0	0	1.12978322966813	1.1796864202665	0	0	0	0.231525920393418	0	2.67559097918111	0	2.95212686710697	0	0.565083135753226	0	0	0	0	0	0
"STMN2"	0	0	0	0	0	0	1.82578022094089	0.540989101216093	0.759669542043311	2.13531014778077	0	0.917682522619862	0	0.526283114393998	0	0.570229141374877	0	1.56676615986842	0	0	0	1.10234656020701	0	0	0.94127250067898	0.268580569019631	0	0	0	0	0	0	0	0	0	0	0.639514938419306	0	2.8850701408044	0	0	0	0	0	0	1.23715143778192	0	0	0	0.646671984566072	0	2.34254869937906	0	0	0	0.560584202081845	0	0	0.693289768571587	0	1.47010759310769	1.3266180376358	0	0	0	0.332692701504243	0	4.04308107088687	0	1.08107411906356	0	1.28022259203338	6.36526516021451	0	0	0.467118162987217	0	0
"STX4"	1.7853677213804	0	0.301511448210783	0	0	0	0	0	0.417163597855429	2.9195853235814	0	0.755459951820329	0	1.43492709474866	0	0	2.24858446393741	0	0	0	2.01099231483121	1.07710270796323	0	0	1.68968368694697	0.841501317049594	0.728250206732691	0.472176993626035	5.02317430429372	0	0	0.659356666391918	0.763245593720249	0	0.907278962496106	0	0.622644355578154	0	2.49442212906694	0	5.33620183830898	0.409596555160048	0	0.364655991234281	0	0	0	0	2.77329985185304	0	0	3.68024726019138	4.55538554028484	0.605801575312124	0	0	0	0	0	0.21270847798889	0	2.09866985665709	0	0.439932035456779	0	0	0	1.07710270796323	0	1.05616001508039	0	0	0	0	0	0	0	0
"SUPT4H1"	0	0	0.459239067631322	0	0.744906725451681	0	0	0	0	0	0	0	1.07374747674722	0	0	1.09389087392917	0	1.33963740294148	0	1.25163869736631	1.15170143462325	0	0	1.13665443613015	0.780619926114269	0.712381390461436	0.612992475443844	0	0	0	0	0.302841116131994	0	0	0	0.243202020303558	0.521198063946638	0.141173281076206	0	0.672426578083448	0	0	0	0	0.559848976231983	0	0	0	0.83538910588477	0	2.55754009479585	0	0	0.88086216002564	0.495572349178039	0.454644912266171	0	0	0	0.173878964557394	1.91158981837352	0.667441350716708	0	0.655301229157687	0	0	3.94850307560944	0.533467861043766	0	0	2.11894362685446	0	0	0	0	0	0	0
"SUPT5H"	0	0	0	0	0	0	0	0	0	0	0	1.79269205890405	0	0	0	0	0	0	0	0	0	3.69196312575944	0	3.5421299863443	1.3753657310553	2.18434248871403	0	0	0	0	0	1.02679380301579	1.80625140085105	0	1.36051285160967	0	1.55230832932913	0.542634874945239	0	0	0	1.12156141210536	0	0	3.52729071141842	0	0	3.00987382772033	2.16476084309577	0	0	0	0	0	0	1.7941873270617	0	0	0	0	0	2.91310037812423	0.961231988880531	0	0	3.03381900529928	0	2.31458459654856	0	0	0	0	0	0	0	0	0	0
"TEX11"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TOPBP1"	0	0	0	0	0	0	0	0	1.84068792409203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.93928780931255	0	0	0	0	0	0	0	0	3.0858376273183	0	8.35622300012416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TSG101"	1.23013212058944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83980337492276	10.1628292307601	1.85227538122227	0	0	2.36934535635429	4.97816623494999	0	2.34722407020357	1.78594623039646	1.39688417052966	0	0.615794412026455	0	0	0	0	0	0	0	0	2.44691300963766	0	2.39198029823438	0	0	1.89087194930033	0	0	2.08206927893803	0	0	0	3.17400058386726	0	0	0	4.99798552139717	1.28393134739181	0	0.706412796844846	0	0	0	0	3.38144854706925	2.32559663678414	1.29529874687984	0	0	1.25106751623247	0	3.10933371927904	0	0	0	0	0	0	0	0.593263848402101	1.20992568999116	0
"UBE2I"	0	0	0	0	2.57652576556802	0	0	1.20392977994345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86266468080177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3537685060473	0	0	0	0	2.50261424928967	0	0	0	0	0	0	0	0	0	0	0	0	0.956763268423707	3.47844123761255	3.26945270722756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"UCHL5"	6.06347198236333	0	0	0	0	1.52236088751514	0	0.323169279341089	0	0	0.749275254418454	0.667907949494645	0	0	0	0	3.25708478367162	1.05863079919046	0	0	0	2.26242249074028	0.615289024278648	0	1.01124624446517	0.537727666072741	0.806565761097154	0	0	0	0	0	0.844340573661814	0	0.584348746172033	0	0.692116292145134	0	0	0	0	0.806565761097154	0	0.409307324752356	0.740525905848149	0.806565761097154	1.48424292379248	0	2.11406046659127	0	0	0	3.79084888264445	0.673796970470821	0	0	0	0	0	0.24027778853981	2.29515007955279	1.41388649522812	0	0	0	0	0	0.707519567420655	0	2.83925778291827	0	0	0	0	0	0.276196517128958	1.39740631354402	0
"VAMP2"	0	0	0.559839911571886	0	0.891343935198404	0	1.81199633965743	0	0	2.94424790387867	0.685980265323718	0.908661104807656	1.63057854499577	0	0	2.40736593604155	0	0.976879522283065	0	0	2.03238442977166	1.092101690242	0	0	0.540043554079588	0.854113202356168	0.739566627444155	0	0	0	0	1.12550432209018	1.27638761994638	0	0.920597392565127	0	0.632656441497486	0.333501194951817	0	0.459975278694699	0	0	0	0.665916584388154	0.677808811447526	0.739566627444155	0.850886654273796	0	1.57735383710109	0	0	3.17569872022496	0	0.615596551265299	0	0.95393821151265	0	0	0	0.404942247988533	1.4578444087589	1.51611912557285	0.344450696011382	0.447445901343131	5.14732248790882	0.328751978059257	0	0.647012229299183	0	0	0	0	0	0	0	0.249312591384439	0	0
