"ADRM1"	"AP2B1"	"ARL2"	"BCL2L2"	"BIK"	"BNIP3"	"BNIP3L"	"BRMS1"	"BTG1"	"CCL14"	"CCND2"	"CCND3"	"CDK4"	"CDK6"	"CDKN1A"	"CDKN2D"	"CEP55"	"CNOT7"	"CTBP1"	"DAPK1"	"DDX39A"	"DMRTB1"	"EIF4EBP2"	"EXOSC1"	"EXOSC5"	"FHL3"	"GAA"	"IGF2"	"IKZF1"	"IKZF5"	"KLF3"	"LSM2"	"LSM3"	"MME"	"MORF4L1"	"MRFAP1"	"MRFAP1L1"	"MTA1"	"NMI"	"OR10AG1"	"PCNA"	"PIAS1"	"PLEKHG7"	"PPID"	"PSMC1"	"PSMC2"	"PSMD2"	"PSMD5"	"QKI"	"RBBP4"	"RBBP8"	"RBFOX2"	"RBPMS"	"REEP2"	"RING1"	"RYBP"	"S100A1"	"S100B"	"S100P"	"SARNP"	"SH3GLB1"	"SH3GLB2"	"SNX32"	"STMN2"	"STX4"	"SUPT4H1"	"SUPT5H"	"TEX11"	"TOPBP1"	"TSG101"	"UBE2I"	"UCHL5"	"VAMP2"	"VAMP3"	"WDR7"	"lam"	"largeT"	"p53"
"MORF4L1"	0.388924554974401	0	0.15188580295827	0	0	0	1.37238657391829	0.451721076331892	0.626810141210186	0	0.234567392851615	0.537355048576621	0.241800129520115	0.222675459043314	0.266025036154355	0.441569649396387	1.22533205784261	0.413176212893486	0	0.888000142780671	0.602981511998862	0.974866419444632	0.262629227283685	1.47183809123768	0.552368209241885	3.94399697614669	0.873459111290309	0.291601055933596	0	0	1.37238657391829	0.4163243273396	1.04423606511179	0	0	1.08630028976908	3.15372835845034	0.568999700209162	2.36041757993584	0	0	0.866538402008193	0	0.291730345232097	0.821718138622195	0	0.567266353180814	0	1.94035509175286	0.441569649396387	0	0	2.21162453280194	0	0.275834435302592	0.480459500154612	0	0	0.801491493595594	0.330923647329959	1.79923933560601	4.79923030235438	0.0915646490142606	0	0	0.1601854367873	2.47930213300162	6.13440286317113	0	0.32877200460838	0	0.990620956848803	0	0	0	0.714948931925945	0.134101363384767	0
"MRFAP1"	0.191689799035606	0	0	0	0	0.529461173066033	0	0.0531434530410408	0.115433334941711	0	0	0.271742570226071	0.74018387529843	0.205761055337972	0.168632088271988	0.21964846455877	0	0	0	0	0.562248631008463	0.529461173066033	0	0	0	0.234183140596925	0	0.141264955878782	0	0	0	0.106770913314685	0.832334313313696	0	0.141860271640191	0	0	0.414752013966685	1.42657997164112	0.2752059873372	0	0	0	0.0957417849919102	0.338408252131361	0	0.198475946731744	0	1.71408313266243	0.496845318050172	0	0	0	1.29126771076741	0	0.0640175429970542	0	0	0	0.161441254127721	1.43758660499288	1.20374016090938	0.379539131328052	0.0785483126932285	0	0	0	6.64502752894232	0	0.769989973932423	0	0.114258239674343	0	0	0	0.146809892411097	0	0
"MRFAP1L1"	0.466035889805229	0	0.348948587325178	0	1.93045164455306	1.13078594902947	1.56470965530484	0.202928695370625	0.152849179942934	0	0.284011250223742	0.0969650392826409	0	1.15965424086461	0	0.287637722393116	0.867498527407988	0	0	0.432334051346558	0	0	0.317366572625303	0	0.655240457970845	0.306214898758245	0.751534593392258	0	3.1428575301826	0	0	0	0.335503708156717	0	3.43867678767887	0	0	0	0	0	0	0.659699944229554	0	0	0.558677949367713	0	0	0	0	0	0	1.97719544057061	0	0	0	0.165753885792631	0	0	0	0.0744418491428873	0	0.523235729562461	0.215988346930834	0.104435939381564	0	0.100786185684878	0	6.12911867885756	0	0	0	0	0	0	0	0	0.163552397659737	0
"MTA1"	0.127881549842029	0	0	0	0	0	0	0	0.283729120793308	0	0	0.182937451197629	0	0.485383485757114	0.165191201143202	0.280399826434777	1.13914537800797	0.261440261400395	0	0	0	0.658481313433479	0	0	0.640586343869914	1.95379104279214	0.735225271950241	0.488104492765369	0	0	0	0.20202664851053	0.466605191459111	0	0	0.556880101661135	0.651857593592453	0	0	0.0644623879615131	0	0.144952645395096	0	0.0631651227971036	0.22950756955828	0.22765440875245	0.132511579693478	0	0.511034386380132	0	0	1.9470862240537	1.66719349641775	0.249534077599607	0	0.042077419808033	0	0	0.199576268452305	0.30064381626736	0.801581921292072	0.941848824872969	0	0	0	0	0	2.50454418589192	0	0.690066890707196	0.9649406555762	0	0	0	0	0.0974359482850313	0	0
"NMI"	0.5679397444708	0	0	0	0	0	0	5.08714142285214	0.190797638439892	0	0	0.121616625051168	0.361185006737741	0.333656361589588	0.395828209147808	0	0	0	0	0	1.38838903881829	0.809507474512305	0	0	0.447471157797885	0.201101746325997	0	0.764227445545628	0	0	0	0	0.995448876869541	0	0.233136697523986	0	0.277799577051189	0.249082950620811	0	0.162097679365205	0	0.126553996001388	0	1.03435901265005	0.201101746325997	0.530880962829535	0.32232374796382	0	0	0.188488382008707	0	0	3.62351970776135	0	0	1.8554106468721	0	0	0	0.487444106294248	1.55264382964139	0.244108910053602	0.86177316941118	0.560608921369455	0	0.126367437198056	0	1.77946969205727	0	0	3.98769440579643	0.355912684119994	0	0	0	0.447471157797885	0.382652359243525	0
"OR10AG1"	1.08131493586062	0	1.08485471977613	0	0	0.762491616410143	0	0	0.177391163008089	0	0	0.217568524908436	0	0.973132727592447	0.256709364333143	0.331471160203796	0	0.968509318366652	0	0	1.32023142425603	0	0	0	0.418454982382151	0.758761900500089	0.485554337855324	0.216084960591289	0	0	2.48149301474151	0.311854964192782	0.385708752471232	0	0	0.112401930842531	0	0	0	0	0	0.117478741088313	0	0	0.501029146748432	0	0	0.944600392195035	1.34218978577647	1.02374033780537	0	0	0	0.933098315689329	0.541952993413238	0	0	0	0	0.168618937816149	0	1.01690444203471	0.558419258166582	0.121528185991334	0	0	0	0.883034911189891	0	1.68502076923487	0	0	0	0	0	0.324662728695047	1.26620948486825	0
"PCNA"	0	0	0	0	0	0	0	0.265240720806341	0	0	0	0	0.53680114996128	0	2.11595502640363	0	0	0	0	0	0	0	0	0	1.44814652841248	0	0	0	0	0	0	0	0.608649630472599	0	0.637651780180623	0	0	0.675538774721008	0	0	0	0.195687022393803	0	0	0.306844669378289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34017749715159	0	0	0	0	0	0	0.567427015997963	0	0	3.67535325755589	0	0	0	0	0	0.311074615036619	0
"PIAS1"	0.424227837882527	0	0.408268237465928	0	0.310429750131178	0.236068324968184	0	0.893412660949424	0.520240214195207	0	0.176376048674777	0.856196926175503	2.56205862393308	0.847220063458391	0.719223653801659	0.943443628248524	1.15832040249901	0	0	0.393152981606909	0	1.16636193749378	0.667439466516243	0.407751306371524	0.515506200105398	4.30460895698192	0.595226111136938	0.220313687548164	0	0	1.74017251369133	0.873090795359229	4.31153312428396	0	0.621599372314175	1.12366218604855	0.322845085243454	0.391333899433518	1.12728757021482	0.617008088308247	0	0.0309107971763442	0	0.55354895579893	1.78153361825477	0.641896786431658	0.960627541483521	0	2.66823478247235	0.672135519648101	0	1.86129837104096	0	0.66024549527918	1.00627754221743	0.485665943181761	0	1.92937492601419	0.44868150130338	0.396703058742363	0.296740443399426	0.68677751220463	0.544483056190918	0.974322634515834	0	0.758690469599835	0	5.49993414243147	0	2.88939051601347	4.38518145164569	0.673399184309263	0	0	0	0.448976283735441	0.810110056377715	0
"PLEKHG7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PPID"	0	0	0.262883339122831	0	0.666129939879287	0.90232363237541	0	0.0521012818499662	0	0	0	0.0714629619061605	0.577974928423762	0.201927119951031	0.165450886115499	0	0	0	0	0.32795161089419	0	0.520585142044726	0	0.846662077718138	0.505809152906685	0.757779773425135	0	0.138575546377964	0	0	0	0.202340290158579	0	0	0.139160066439984	0.490014054670163	0.45186204196576	0.149007493506905	0	0.0957986590177064	0	0.709485931957261	0	0.0938910000727845	0.963451083602698	0.118501971808906	0	0	0	0	0	1.65330140454303	2.91432469571754	0	0.734490024207643	0.0627667251804203	0	0	0	0.0547511273420406	0	0.712523836149284	0	0	0	0.144969426815345	0	0.434226160624086	0	0.942284274879197	0	0.216045676301718	0	0	0	0.210974573190052	0.121259931998361	0
"PSMC1"	0	0	0	0	0	1.06536958949319	0	0.127597938903026	0	0	0	0	0.498794527104544	0	0	0	0	0	0	0	1.12066581503736	0	0	1.58857887943622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.615841811646332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38153685948351	0.342179911801108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PSMC2"	0	0	0	0	0	0	0	0.378829799627993	0.341019946905209	0	0.332912285230877	0	0.342835262911132	0	0	0	0	0	0	0	0.817843568929093	0.773713652523152	0	0	0.425347829283927	1.18228741659473	0	0.219897222071809	0	0	0	0	0.700140787799635	5.83449718975968	0	0.498597055562883	0	0	0	0.291903069600057	0	0.428468713673055	0	0	1.93387728573449	0	0.305745256110198	5.53068645482191	1.03071920963966	0	0	0	0	0	0	0.101140616533257	0	0	0	0	0	0.231236285943204	0.254180635503661	0.533854154641989	0	0.11944647341802	0	2.55461092905839	0	1.52673322070456	0	0	0	0	0	0	0	0
"PSMD2"	0.493933624790031	0	0	0	0	0	0	0.147710808943127	0	0	0	0.376017027829008	0.973112077776762	0	0	0	0	0	0	0.805919207540488	0	0	0	0	0	0.325598951545079	0	0	0	0	0	0	0	0	0.672426705845998	0.374553801318563	0	0.399432015996578	0	0.68153497643281	0	0.208130477072298	0	0.259594027779029	3.68926297220232	0.586836332959157	0	0	0	1.27350227637126	0	0	0	0	0	0.176787213365954	0	0	0	0	0	1.67104567766492	0.230107660597272	0	0	0	0	1.02117710201114	0	0	0	0	0	0	0	0	0.598488750686364	0
"PSMD5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.530587461381667	2.3071275554386	1.02755492401031	1.31912287856227	0	0	0	0	2.18193474098607	0.246335542135161	0	0	0	0	0.382085395265775	0	0	0	0	0	0	0	2.07172123323997	2.388066518948	0	0	0.83979313711766	0	0	0	0	0	0	0	0	0	0.633493413661615	0	0	0.83979313711766	0	0.183489660662303	0	0	0	0	0	1.09736464353013	0	0	0	0	0	0	0.519774146904389	0
"QKI"	0.142703295662673	0	0	0	0	0.721448398470532	0	0.185579800595066	0.449634109659175	0	0.161762566201336	0.295695666006116	0.575804138589289	0.153367103239226	0	0	0	0.290260723368309	5.70758243970408	0	0	4.05068255941369	0	0.674482599840843	0.556069035769418	2.89676750374525	0	0.379704580061332	0	0	0	0.357293247885806	2.43993847074223	0	0	0	0	0.314637725975034	0	0.0721169002963267	0	0.598142681935701	0	0	0.471815392148302	0.253067684835103	0.404614656231841	0	0	0.163916216895197	0	4.33783830727023	5.32386654757018	0.277163851258418	0.359739140518749	0.301456194790342	1.00364580603018	0	0.414508721248341	0.366003728703182	0.502567304406119	0.212805639109577	0.0621716777626513	0.268679702573342	0	0.259782588968899	0	4.48339411329617	0	0.895329796477121	0	0.084477460314218	0	0	0	0	1.39867480486822	5.70758243970408
"RBBP4"	0	0	0	0	0.798553867748782	0	0	0.0653428284925418	0.141248854068206	0	0	0	1.02484849468939	0.813239885835722	0.106419168918439	0.491725404781462	0	0	0	0.402262622668893	0	0.629937875025736	0	0	0	0.626724113358415	0	0.172520862059726	0	0	0	0.649946614409328	0.5674681093572	0	0	0.172999736347657	0	0.34957250680146	0.605127228428363	0.830695578838284	0	0.263140277311898	0	0.225831424786351	0.521295998936393	0	0.241370687765895	0	0.851755241154466	0	0	0	0	0.440907139651151	0.162830925551623	1.08442334198895	1.43091219870011	4.19384647701899	0	0.196865339273772	0	0.181568052127804	0	0	0	0.0930102156465706	0	0.914533125576583	0	0	0	0.139823455178741	0	0	0	0.261115989794265	0.634493810054394	0
"RBBP8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RBFOX2"	0	0	0.129218181134628	0	0.350605956437738	0.493053710995822	0	0.27127578982009	0.385343936184364	0	0.200391824846565	0.607617328343089	1.055201258128	0.358078480103812	0.541747144496317	0.203024591790661	0.645859239542114	0.641324718387952	0	0.78065338273803	1.46028762409679	3.7687183074165	0	1.32021573397086	0.259251685672975	1.47579923458841	0.767438914307985	0.360172334282104	1.8805627977783	0	0	0.0983978104936366	0.620991344517137	0	0.815212504129324	0.191824447481293	0.655126753831966	0.594627903782845	0.472785155479703	0.536657087757981	0	0.920958592393142	0	0.171331012343456	0.313727667905821	0.311264569102508	0.624881408584877	1.05789415790228	5.51132972971117	0.462337982505291	0	0	5.45664150423191	0.615420048454153	0.236124632497094	0.415256962799206	0	0	0	0.284036854166831	0.607250775055332	0.924647723613648	0.151346626423546	0	0	0.260894810383286	0	1.65088472490699	0	0	0	0.105319145097556	0	0	0	0.317387639049595	0.318042435078347	0
"RBPMS"	0.173239163484876	0	0.126389182977421	0	0.853131216520304	0	0	0.138908970106981	0.104058251396712	2.37667101785782	0.19610733382933	0.98331694886492	0.202235634616752	0	0.0781510007715453	0.37329490346284	0	0	0	0.766801322292715	0.513889793490832	5.10604670160311	0.219910244532429	0	0	0.775751549021697	0	0.244558253551931	0	0	0	0	0	0	0.455328211153686	0.0653221033594863	0.153575019658013	0.377458897992387	0	0	0	0.42167162158662	0	0.244668412601135	0	0.304848419280973	0.179411951271453	0	6.24037116181165	0	0	6.66174606520962	0	0.603918748864258	0.231135514608285	0.166350509458435	0	0	0.268102057190264	0.191243907289733	1.3415074796726	0.572987782546646	0	0	0	0	0	0.974695109999036	0	0.276289012120854	0	0.670845028907054	0	0	0	0.0677613761006072	0.214952274302671	0
"REEP2"	0	0	0.66191968885876	0	0	0	0	0.236979484165605	0.110046747035429	0	0	0.79873485262545	0.213471139042479	0.790209501014315	0.498700473338906	0.392822329710388	0.664246140054164	0.367178289637876	0	0	0	0.507821013970711	0	0	0.860301139587798	0.666253527755139	0.313131242126398	0.134728241108002	0	0	0	0	0	0	0.372904562465321	0.135107068192051	0	0.508499255347073	0.487042169027387	0	0	0.269731234076915	0	0.0912452511890118	0.587938146601017	0	0.189460993252356	0	1.16362282936143	0.304183409746035	0	1.6243986019597	0	0	0	0.119485814731815	0	0	0	0.420073992886198	0	0.696079609759862	0.156444117702433	0.564805298674126	0	0.329506380913729	0	1.13317414613896	0	0.533448671599158	0	0.477283313697353	0	0	0	0.205255778267402	0.117873946372972	0
"RING1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.443312915369443	0.368446416163037	0	0	1.65272173609307	0	0	2.12266237458619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.334028712687601	0.993001931356325	0	0	0	0	0	0	0	0	0	0.819358187735332	0	0	0	0	0.747870173134727	0	0.712670369722485	0	0	0	0	0	1.01399413639656	0	0	0	0	0	0.880401318121468	0	0	0	0	0	0	0	0	0	0
"RYBP"	0.168636870765082	2.83045849276514	0.122978916354322	0	0.33484212788679	0	0	0	0	0	0	0.396709234569289	0.196914255034859	0.181119998722646	0	0.193453452203202	0	0.340029731422156	0	0	0.50166888856108	0.471862558526907	0	0	0	3.16942520163446	0.28958776166216	0.124017161305806	2.60742927641228	0	0	0	0.226852018952874	0	0	0.124367152078099	0.284894876956382	0.133403067558958	1.50653367438014	0.166406993309493	0	0.557109635480378	0	0.0838909809196484	0.106875047829142	0	0.174655395872008	0	1.09579119830383	0.099966862856439	0	0	2.77017494108474	0	1.4268950983537	0	0	0	0.261198705840319	0.0488491948815834	0	0.361011062284352	0	0.134420449201195	0	0.190523670893408	0	1.17040070465286	0	0	0	0.517533714154786	0	0	0	0.128914923259701	0.108452918106735	0
"S100A1"	0	0	0	0	0	0	0	0	0	0	0.473293377688276	0	0	0	0	0	0	0	0	0	1.09832055306212	1.04377330325171	0	0	0	0.276183580975426	0.687011160563637	0	0	0	0	0	0.951927701054076	0	0	0	0	0.615084350319444	2.33393958386542	0	0	0	0	0	0	0.273988021837887	0	0	0.83200842599147	0	0	2.64194191129666	0	0	0	0.148786449458118	0	0	0	0	0	0.83200842599147	0	0	0	0	0	1.19343604033495	0	0	0	0	0	0	0	0.174070941956116	0	0
"S100B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56834070944798	0	0	0	0	0	0	0	0	0	0	0	0	1.10845318795875	0	0	0	0	0	0	0	0	0	0.920407886546233	0	0	0	3.34184900791048	0	0	0	0	0	0	0	1.35632623584776	0	0	0	0	0.198801240850626	0	0	0	0	0	0	0	0	0	0	0	0
"S100P"	0.309333486017105	0	0	0	0.588630756972037	0	0	0.0883397483565384	0	0	0	0	0	0	0	0.872030192656605	0	0	0	0	0	0	0	0	0.444169717967353	0.199491864265695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40328245732335	0	0	2.22779500199754	2.72551891910192	0.572563410452074	0	0	0	0	0	0	0.969737765733163	0.242182704501803	0	0.248933633817569	0	0	0	0.680807123013059	0	0	0	0	0	0	0	0	0	0
"SARNP"	0.224122825528758	2.36256737028857	0.164280298564213	0	0.235169188741513	0	0.89769986620782	0.0626463576869739	0.427420361423461	0	0	0.085811760731441	0.136337333783664	0.12519232555053	0.150542911825503	0	0	0.623278252505211	0	0	5.74689126677504	0.608251993798616	0.148545653172736	0.56727912980403	0	0.653724265732925	0.202447812668537	0.165647686536043	0	0	0	0.0640908888296557	0	0	0.166339961785417	0.126339795969664	0.10296634729471	0	1.16854296123087	0.45718059557347	0	0.173469132507174	0	0.360684075427901	0.0732873165881626	0.0726634923592285	0.120641036777287	0.430968658580925	1.45112681061946	0.133892192591743	0	0	0	0.227977659485191	0	0.0382000404471155	0	0	0.489053842569962	0	1.42443000700067	0.329893717279674	0.0504549916723144	0.261276874815527	0	0.213456722330899	0	1.04233040264626	0	0.637922640211694	0	0.068656204373073	0	0	0	0.0886115048142126	0.397758697482266	0
"SH3GLB1"	0.160769843824557	0	0.225508675617368	0	0.320035639973179	0.451885096554809	0	0.128801417397709	0.428164477666918	0	0.343758199752246	0.118985909207679	1.25722093360134	0.466245146294621	0.497172611684696	0.348059831452612	0	1.17849385037724	0	0	0.840524917190498	0.451885096554809	0.542419337272595	0	1.04709091348709	0.370064252336684	0.508596923628321	0.227346865160171	0	0	1.1445435666535	0.173061671777711	1.09301386995016	0	0.228277267183044	0.513952566923078	0.603024894824959	0.127108031612472	0.765704104602534	0.763325542856821	0	0.741684260922224	0	0.295940295685532	0.370064252336684	0.100929953319012	0.166523496029241	0	0.345180157494376	0.494949662107182	0	0	0	0	0	0.104713086010533	0	0	0.249372698083195	0.372590587288398	0.558260184105075	6.12781791436527	0.137315489544466	0.0654606158074371	0	0.0631432104809749	0.660988516326357	1.75624254867105	0	0.664542993450928	1.77463886902843	0.184908478380674	0	0	0	0.122822776240976	0.455349282379627	0
"SH3GLB2"	0.0802610939109984	0	0.409725812128469	0	0	0.440437020241968	0.666836319979716	0.329771065457412	0.181606460947837	0.956161037788954	0.407556840006016	0.115625135053167	1.42591832439677	0.245067226017937	0.721544549299413	0.338941523197936	0.318930364609129	0.451942743405196	0	0.704066496487638	0.970358129290426	0.440437020241968	0	0.727625908189352	0.601704561345272	3.98129619496866	0.387012086380686	0	0	0	0.666836319979716	0.0865818022873653	3.36042959053986	0	0.414452785199843	0.522204025242765	0.264786998355348	0.181538851976896	4.67051766864595	0.480119248926361	0	1.24487546845616	0	0.11486314000839	0.320009728026945	0.357651950943642	0.375052150340823	0.306857370700037	0.727625908189352	0	0	0.911792499417472	1.22839246711848	0.860624605862703	0.514518225999681	0.242047284231199	0	0	0.450262103967718	0.152154694794065	6.6078683031098	0.120955593728141	0	0.0321393971406733	0	0.406736633005375	0	5.17220333136428	0.988315914503077	2.51910158091042	1.12113178417312	0.0470936112671083	0	0	0	0.255882186584172	0.238913419555122	0
"SNX32"	0	0	0.129411293670638	0	0	0	0	0.0489796305584722	0	0	0.200684134477555	0.308519183802663	0.945196168800529	0	0.155893776861517	0	0	0	0	0	0.524657759270856	1.15326842470199	0	0.807096690035141	0	0.721403765905185	0	0.130501426647674	0	0	0	0	0.621779598101754	0	0	0.361609933100717	0.546483976872523	0	0.473414907294209	0.174976644005368	0	0.136740998439778	0	0.171583409994547	0.405331045290228	0.487436719106233	0	0	0.378372580985182	0.105239048772886	0	2.33043405892977	0	0	0	0.115718236025394	0	0	0.504525066851913	0.195714729234882	1.63072464081898	0.584761657587171	0	0.141422477529069	0	0.136540121166036	0	6.09331172022471	0	4.52781861466011	0	0.105477834449488	0	0	0	0.0694152944981286	0.219936294090369	0
"STMN2"	0	0	0	0	0	0	0	0.25120260304294	0.325780282080697	0	0.410121176719698	0.336453445842334	0.594275902084811	0	0.0879376945290533	0.874656070676924	0	0	0	0.338014464887183	0	0.535550562289822	0	0	0.283551169846463	0.700737521383254	0.331424821129761	0.143116698134111	0	0	1.98520048447774	0.391209328678435	0.480943337150584	0	0	0	0	0.536259399921381	1.99813393276491	0.278651775971339	0	0.728650068395243	0	0.187918451412446	1.0510265528334	1.10514229077548	0.377437637050446	0	0	0.322010357086817	0	0	0	0	0.372152849936944	0.351611820263031	0	0	0	0	0	0.526505174030209	0.315051215713335	0	0	0.467499738519273	0	6.24823626443055	0	1.53932445115318	0	0	0	0	0	0.406842405788365	0.34722139569008	0
"STX4"	0	0	0.857305801328891	0	0	0	0	0	0	0	0	0.27048686789806	0	0	0.318146539213353	0	0	0	0	1.02604951636239	2.26099830719781	0	0	0	2.14091846516524	0.766713696049356	0	0	4.59893305792526	0	0	0.38482835198855	1.73544652899407	0	0	0.269396720283285	1.58084301665606	0	1.42198145694991	0	0	0.717980956161091	0	0	1.26470430035516	1.03061992136042	0	0	0	0	0	3.27985401452664	5.35151949544388	1.10572915709877	0	0.239485453383908	0	0	0.929944516299797	0.210478386769245	0	2.52475833866722	0.309782708708022	0	0	0	0	2.89092279931854	0	0.952764934056211	3.65727051448418	0	0	0	0	0	0	0
"SUPT4H1"	0	0	0.10610434846554	0	0	0.734374957151036	0	0.189557175442651	0.321203009080844	0	0.165258227353586	0.431910925248316	0.809488641835643	0.544890699707787	0.128025757516086	0	0	0	0	0	0.776810967548349	0	1.16045058201125	0	0.214544811206259	0.841089893197475	0	0	0	0	0	0	1.11660861236053	0	0	0	0.129119178590489	0	0.395990718845633	0	0	0.822170161396118	0	0.269521797685153	0.730750772099136	0.335138471994126	0	0	0	0	0	0	0	0.51935014029972	0.195140296537451	0.0481769456323529	0	0	0	0.0419974720097491	1.18826884419113	0.314827060326677	0.182857550122181	0.370880116010061	0	0	3.23095173993136	1.5904334809327	0	0.434969430562825	0	0	0	0	0	0	0.618884975134703	0
"SUPT5H"	0	0	0.438716428227942	0	0	0	0	0.47749837869632	1.96465399920056	0	0	0	0	0	0	0	0	0	0	0	1.41193660301219	0	0.712954907426665	1.94074956353074	0	3.79690208716585	0	0.442045518263645	0	0	0	1.38200588301324	0.748552962584424	0	0	0.443166559332004	0	0	0	0.315170114543962	0	0.248836621959181	0	0.563912689998818	0	0	0	0	1.09465511846791	0.363530886646028	0	0	0	0	0	0.560128892829341	0	0	0	0.1859350312478	0	1.09465511846791	0	0	0	2.36038994381152	0	3.75370273417902	0	0.863401952152448	0	0	0	0	0	0.246913205770786	0	0
"TEX11"	8.5608592835975	0	0	0	0	0	0	6.93729814626536	0	0	0	0	0	0	0	6.6126612533598	0	0	0	0	0	0	0	0	6.00209279353001	7.51301656403957	0	0	0	0	0	7.31609951684534	6.85721035043281	0	0	0	0	7.36178257115466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.74861362498413	0	7.7052761527987	0	0	0	0	0	0	0	0
"TOPBP1"	0	0	0	0	0	0	0	0	0.783689905252486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23205412784776	0	0	0	0	0	0	0	0	0	0	1.05906512237921	0	0	0	0	0	0	0	2.26795089476321	0	0	0	0	0	7.90320581723682	0	0	0	0	0.836746005372483	0	0	0	0	0	0.956639133396658	0	1.29513897008841	0	0	0	4.69102643853693	0	0	0	0	0	0	0	0	0	0
"TSG101"	0	0	0	0	1.75370766802019	0	0	0	0.286901961547273	2.84153576711898	0.892696129302167	0.185054680174721	0.914820116742477	0	0	0.520401123010375	9.34843611908424	1.38349599447104	0	0	0	4.974931456665	0.977293553068607	0	0	1.39464433241064	0	0	0	0	0	0.491368860106109	1.34837511287768	0	0.348133464925126	0.966273668498046	1.21516737312425	0.37099067678956	2.44854946667265	0.2449294292929	0	0.192400847135411	0	0.240288673413276	1.73443077189599	0	0	0	1.44427161069736	0	0	0	4.77786906219473	1.71976165827	0	0.163294155635434	0	0	0	0.392575576094526	2.81093494529418	4.84934576122176	0.212836509269287	0.529445299666639	0	0.361642689691873	0	6.70926883505184	0	0	4.34159148429002	0	0	0	0	0.190885254109196	0.306046608253617	0
"UBE2I"	0	0	0	0	0	0	0	0	0	0	0	0.721903972854878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.05943686919068	0	0	0	1.36049580101058	0	2.65277132787542	0	0	5.20458539595798	0	0	0	0	0	0	2.34579386843039	0	0	0	0	0	0	0	0	0	0	0.579768174205796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"UCHL5"	5.58900797691118	0	0	0	1.34869255288879	0	0	0	0	0	0.740094519624982	0.279975173527101	0.429072263078155	0	0.253611742109757	1.13061484592469	0	0.394780427692695	0	0	0.989072839456413	0	0.649398594242646	0	0.288510496253019	0.789488025122699	0.610207372483121	0.145743634397538	0	0	0	0.482207505358779	0	0	0.279224288130616	0.340886537593876	0.472807888146841	0.426717576766789	0	0.195072410937518	0	0.15267418057453	0	0.0988262868462775	0.125727295371009	0.239429458454712	0.204643696998292	0	0.74278481589143	0.226424032029156	0	0	2.15289124236859	0	0	0.409468788295272	0	0	0	0	0.667704288072281	0.74278481589143	0	0.230769162189156	0	0.0782383273651141	0.785682856778343	1.31100422752139	0	0.313735967657833	0	0	0	0	0	0.0777142319262754	0	0
"VAMP2"	0.477184861172348	0	0	0	0	1.1526484230963	2.8154998672784	0.271468827189605	0.427296595270297	2.07763154666644	0.740772291701114	0.28027313329191	0	1.18187795878715	0.227782725354788	0.294947829611835	0	0	0	0	0.728899921222718	0	0.814678834397791	0	0	0.685053533553857	1.26638892731739	0.360421128156022	0	0	1.59130142784071	0.277290762823348	0.621385217473561	0	0.192229739087529	0	0	0.545408104223367	1.11387800660142	0.659746131286783	0	0.200393513999591	0	0.250104245500265	0.16549693321604	0.68028563203908	0	0	0	0	0	0	0	0.484720213065431	0	0.087580767714754	0	0	0	0.521587474967746	0.836443750382941	0.378112742861322	0.115058535540393	0	0	0.290628988401353	0	1.31201234230598	1.08654759894075	0.405203295019387	0	0.1553440519664	0	0	0	0.102831824487234	0	0
